First Name,Last Name,Department,Rating Class,Overall Rating
Jieying,Zhang,Accounting,good,4.5
Chao,Zhang,Chemistry,good,3.5
Miao,Zhang,Finance,good,3.5
Zhaoyu,Zhang,Mathematics,poor,1.0
Xin,Zhao,East Asian Languages,good,4.8
James,Zhao,Mathematics,average,3.3
Qianwei,Zhao,Social Work,good,5.0
Alexander,Zholkovsky,Literature,average,3.3
Chongwu,Zhou,Engineering,poor,2.3
Leon,Zhu,Business,poor,2.4
Tianyi,Zhu,Psychology,average,3.0
Guangbin,Zhuang,Mathematics,poor,2.1
Mohammed,Ziane,Mathematics,good,3.7
Nabil,Ziane,Mathematics,good,3.5
Wiebke,Ziebis,Biological Sciences,average,2.8
Mara,Ziegler,Social Work,good,5.0
Christian,Zillinger,Mathematics,poor,2.0
Julie,Zissomopoulos,Policy Planning amp Development,good,3.5
Alexis,Zoto,Design,average,3.0
Maria,Zubizarreta,Linguistics,poor,2.0
Bruce,Zuckerman,Religion,good,4.3
Konstantin,Zuev,Mathematics,good,3.8
Michael,Zyda,Computer Science,good,5.0
Nikolaos,Zygouras,Mathematics,poor,1.4
